Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Protein stable ID,Protein stable ID version,Gene name,Transcript name
ENSG00000274724,ENSG00000274724.1,ENST00000614181,ENST00000614181.1,ENSP00000482181,ENSP00000482181.1,KIR3DL3,KIR3DL3-212
ENSG00000277193,ENSG00000277193.1,ENST00000614513,ENST00000614513.1,ENSP00000482047,ENSP00000482047.1,KIR2DS3,KIR2DS3-203
ENSG00000274920,ENSG00000274920.5,ENST00000611451,ENST00000611451.4,ENSP00000483758,ENSP00000483758.1,KIR3DL1,KIR3DL1-211
ENSG00000274920,ENSG00000274920.5,ENST00000621759,ENST00000621759.2,ENSP00000480639,ENSP00000480639.1,KIR3DL1,KIR3DL1-212
ENSG00000273518,ENSG00000273518.5,ENST00000617680,ENST00000617680.4,ENSP00000484661,ENSP00000484661.1,KIR3DL1,KIR3DL1-204
ENSG00000273518,ENSG00000273518.5,ENST00000619271,ENST00000619271.1,ENSP00000478424,ENSP00000478424.1,KIR3DL1,KIR3DL1-205
ENSG00000274146,ENSG00000274146.5,ENST00000621718,ENST00000621718.4,ENSP00000478023,ENSP00000478023.1,KIR3DL1,KIR3DL1-210
ENSG00000274146,ENSG00000274146.5,ENST00000614221,ENST00000614221.1,ENSP00000481960,ENSP00000481960.1,KIR3DL1,KIR3DL1-209
ENSG00000276392,ENSG00000276392.1,ENST00000617974,ENST00000617974.1,ENSP00000483518,ENSP00000483518.1,KIR2DL5A,KIR2DL5A-205
ENSG00000275080,ENSG00000275080.5,ENST00000617127,ENST00000617127.4,ENSP00000484582,ENSP00000484582.1,KIR2DL1,KIR2DL1-210
ENSG00000278850,ENSG00000278850.4,ENST00000620550,ENST00000620550.4,ENSP00000479746,ENSP00000479746.1,KIR3DL2,KIR3DL2-260
ENSG00000278850,ENSG00000278850.4,ENST00000616854,ENST00000616854.1,ENSP00000477550,ENSP00000477550.1,KIR3DL2,KIR3DL2-259
ENSG00000277964,ENSG00000277964.1,ENST00000619848,ENST00000619848.1,ENSP00000480801,ENSP00000480801.1,KIR2DL4,KIR2DL4-274
ENSG00000273578,ENSG00000273578.1,ENST00000612594,ENST00000612594.1,ENSP00000482672,ENSP00000482672.1,KIR2DL2,KIR2DL2-201
ENSG00000274193,ENSG00000274193.4,ENST00000622882,ENST00000622882.4,ENSP00000478694,ENSP00000478694.1,KIR2DL4,KIR2DL4-220
ENSG00000274193,ENSG00000274193.4,ENST00000614599,ENST00000614599.1,ENSP00000479331,ENSP00000479331.1,KIR2DL4,KIR2DL4-219
ENSG00000276498,ENSG00000276498.5,ENST00000620926,ENST00000620926.4,ENSP00000484872,ENSP00000484872.1,KIR3DS1,KIR3DS1-212
ENSG00000276498,ENSG00000276498.5,ENST00000621225,ENST00000621225.2,ENSP00000483082,ENSP00000483082.1,KIR3DS1,KIR3DS1-213
ENSG00000275521,ENSG00000275521.4,ENST00000616780,ENST00000616780.4,ENSP00000479507,ENSP00000479507.1,NCR1,NCR1-229
ENSG00000275521,ENSG00000275521.4,ENST00000614280,ENST00000614280.4,ENSP00000481370,ENSP00000481370.1,NCR1,NCR1-228
ENSG00000275521,ENSG00000275521.4,ENST00000612194,ENST00000612194.4,ENSP00000479368,ENSP00000479368.1,NCR1,NCR1-227
ENSG00000275521,ENSG00000275521.4,ENST00000622541,ENST00000622541.1,ENSP00000484235,ENSP00000484235.1,NCR1,NCR1-232
ENSG00000274480,ENSG00000274480.1,ENST00000612502,ENST00000612502.1,ENSP00000481489,ENSP00000481489.1,KIR3DL3,KIR3DL3-206
ENSG00000278726,ENSG00000278726.4,ENST00000617398,ENST00000617398.4,ENSP00000477978,ENSP00000477978.1,KIR3DL2,KIR3DL2-254
ENSG00000278726,ENSG00000278726.4,ENST00000610914,ENST00000610914.1,ENSP00000480628,ENSP00000480628.1,KIR3DL2,KIR3DL2-253
ENSG00000274243,ENSG00000274243.5,ENST00000619479,ENST00000619479.4,ENSP00000477528,ENSP00000477528.1,KIR2DS5,KIR2DS5-201
ENSG00000278710,ENSG00000278710.4,ENST00000621701,ENST00000621701.4,ENSP00000481911,ENSP00000481911.1,KIR3DL2,KIR3DL2-252
ENSG00000278710,ENSG00000278710.4,ENST00000615318,ENST00000615318.1,ENSP00000484059,ENSP00000484059.1,KIR3DL2,KIR3DL2-251
ENSG00000278414,ENSG00000278414.5,ENST00000610920,ENST00000610920.4,ENSP00000483776,ENSP00000483776.1,KIR2DL5B,KIR2DL5B-205
ENSG00000278369,ENSG00000278369.1,ENST00000617853,ENST00000617853.1,ENSP00000484051,ENSP00000484051.1,KIR2DL3,KIR2DL3-221
ENSG00000273887,ENSG00000273887.1,ENST00000615739,ENST00000615739.1,ENSP00000478136,ENSP00000478136.1,KIR2DL3,KIR2DL3-202
ENSG00000276450,ENSG00000276450.1,ENST00000615309,ENST00000615309.1,ENSP00000482342,ENSP00000482342.1,NCR1,NCR1-241
ENSG00000275970,ENSG00000275970.4,ENST00000614298,ENST00000614298.4,ENSP00000483472,ENSP00000483472.1,FCAR,FCAR-280
ENSG00000275970,ENSG00000275970.4,ENST00000618658,ENST00000618658.4,ENSP00000479688,ENSP00000479688.1,FCAR,FCAR-284
ENSG00000275970,ENSG00000275970.4,ENST00000620801,ENST00000620801.4,ENSP00000481195,ENSP00000481195.1,FCAR,FCAR-286
ENSG00000275970,ENSG00000275970.4,ENST00000621009,ENST00000621009.4,ENSP00000482025,ENSP00000482025.1,FCAR,FCAR-288
ENSG00000275970,ENSG00000275970.4,ENST00000614917,ENST00000614917.4,ENSP00000479831,ENSP00000479831.1,FCAR,FCAR-281
ENSG00000275970,ENSG00000275970.4,ENST00000611018,ENST00000611018.4,ENSP00000484483,ENSP00000484483.1,FCAR,FCAR-277
ENSG00000275970,ENSG00000275970.4,ENST00000612803,ENST00000612803.4,ENSP00000478454,ENSP00000478454.1,FCAR,FCAR-278
ENSG00000275970,ENSG00000275970.4,ENST00000621004,ENST00000621004.4,ENSP00000484816,ENSP00000484816.1,FCAR,FCAR-287
ENSG00000275970,ENSG00000275970.4,ENST00000621755,ENST00000621755.1,ENSP00000484906,ENSP00000484906.1,FCAR,FCAR-289
ENSG00000276806,ENSG00000276806.1,ENST00000610869,ENST00000610869.1,ENSP00000481803,ENSP00000481803.1,KIR3DL3,KIR3DL3-225
ENSG00000275452,ENSG00000275452.2,ENST00000616472,ENST00000616472.1,ENSP00000482637,ENSP00000482637.1,KIR2DS2,KIR2DS2-205
ENSG00000275452,ENSG00000275452.2,ENST00000613017,ENST00000613017.2,ENSP00000481124,ENSP00000481124.2,KIR2DS2,KIR2DS2-204
ENSG00000274707,ENSG00000274707.5,ENST00000611411,ENST00000611411.4,ENSP00000483362,ENSP00000483362.1,KIR2DL5B,KIR2DL5B-201
ENSG00000276590,ENSG00000276590.5,ENST00000611821,ENST00000611821.4,ENSP00000484459,ENSP00000484459.1,KIR2DL3,KIR2DL3-215
ENSG00000274610,ENSG00000274610.1,ENST00000621881,ENST00000621881.1,ENSP00000480363,ENSP00000480363.1,KIR3DP1,KIR3DP1-206
ENSG00000275269,ENSG00000275269.4,ENST00000613298,ENST00000613298.4,ENSP00000482451,ENSP00000482451.1,FCAR,FCAR-255
ENSG00000275269,ENSG00000275269.4,ENST00000617766,ENST00000617766.4,ENSP00000479230,ENSP00000479230.1,FCAR,FCAR-257
ENSG00000275269,ENSG00000275269.4,ENST00000619385,ENST00000619385.4,ENSP00000482334,ENSP00000482334.1,FCAR,FCAR-261
ENSG00000275269,ENSG00000275269.4,ENST00000610397,ENST00000610397.4,ENSP00000480965,ENSP00000480965.1,FCAR,FCAR-253
ENSG00000275269,ENSG00000275269.4,ENST00000618805,ENST00000618805.4,ENSP00000481985,ENSP00000481985.1,FCAR,FCAR-259
ENSG00000275269,ENSG00000275269.4,ENST00000620873,ENST00000620873.4,ENSP00000479099,ENSP00000479099.1,FCAR,FCAR-265
ENSG00000275269,ENSG00000275269.4,ENST00000612815,ENST00000612815.4,ENSP00000483503,ENSP00000483503.1,FCAR,FCAR-254
ENSG00000275269,ENSG00000275269.4,ENST00000616340,ENST00000616340.4,ENSP00000481676,ENSP00000481676.1,FCAR,FCAR-256
ENSG00000275269,ENSG00000275269.4,ENST00000620822,ENST00000620822.1,ENSP00000483327,ENSP00000483327.1,FCAR,FCAR-264
ENSG00000275750,ENSG00000275750.1,ENST00000612504,ENST00000612504.1,ENSP00000477690,ENSP00000477690.1,KIR2DL1,KIR2DL1-215
ENSG00000273502,ENSG00000273502.4,ENST00000610437,ENST00000610437.4,ENSP00000481968,ENSP00000481968.1,KIR3DL3,KIR3DL3-202
ENSG00000273502,ENSG00000273502.4,ENST00000620851,ENST00000620851.1,ENSP00000483714,ENSP00000483714.1,KIR3DL3,KIR3DL3-203
ENSG00000274556,ENSG00000274556.1,ENST00000620803,ENST00000620803.1,ENSP00000478247,ENSP00000478247.1,KIR3DL3,KIR3DL3-208
ENSG00000261992,ENSG00000261992.2,ENST00000576342,ENST00000576342.2,ENSP00000458280,ENSP00000458280.1,GATAD2B,GATAD2B-213
ENSG00000273498,ENSG00000273498.4,ENST00000611434,ENST00000611434.4,ENSP00000482918,ENSP00000482918.1,KIR2DL4,KIR2DL4-209
ENSG00000273498,ENSG00000273498.4,ENST00000620961,ENST00000620961.1,ENSP00000482217,ENSP00000482217.1,KIR2DL4,KIR2DL4-210
ENSG00000278474,ENSG00000278474.4,ENST00000611628,ENST00000611628.4,ENSP00000481662,ENSP00000481662.1,KIR3DL2,KIR3DL2-245
ENSG00000278474,ENSG00000278474.4,ENST00000613586,ENST00000613586.1,ENSP00000477965,ENSP00000477965.1,KIR3DL2,KIR3DL2-246
ENSG00000276218,ENSG00000276218.5,ENST00000611207,ENST00000611207.4,ENSP00000478657,ENSP00000478657.1,KIR2DL3,KIR2DL3-213
ENSG00000277362,ENSG00000277362.1,ENST00000613053,ENST00000613053.1,ENSP00000484389,ENSP00000484389.1,KIR2DL4,KIR2DL4-264
ENSG00000278327,ENSG00000278327.5,ENST00000611990,ENST00000611990.4,ENSP00000479121,ENSP00000479121.1,KIR2DL3,KIR2DL3-220
ENSG00000275136,ENSG00000275136.4,ENST00000616878,ENST00000616878.4,ENSP00000480970,ENSP00000480970.1,FCAR,FCAR-246
ENSG00000275136,ENSG00000275136.4,ENST00000615703,ENST00000615703.4,ENSP00000484868,ENSP00000484868.1,FCAR,FCAR-244
ENSG00000275136,ENSG00000275136.4,ENST00000621702,ENST00000621702.4,ENSP00000482807,ENSP00000482807.1,FCAR,FCAR-250
ENSG00000275136,ENSG00000275136.4,ENST00000612150,ENST00000612150.4,ENSP00000478233,ENSP00000478233.1,FCAR,FCAR-241
ENSG00000275136,ENSG00000275136.4,ENST00000619822,ENST00000619822.4,ENSP00000483250,ENSP00000483250.1,FCAR,FCAR-248
ENSG00000275136,ENSG00000275136.4,ENST00000622904,ENST00000622904.4,ENSP00000480444,ENSP00000480444.1,FCAR,FCAR-252
ENSG00000275136,ENSG00000275136.4,ENST00000610340,ENST00000610340.4,ENSP00000477610,ENSP00000477610.1,FCAR,FCAR-240
ENSG00000275136,ENSG00000275136.4,ENST00000622777,ENST00000622777.4,ENSP00000481345,ENSP00000481345.1,FCAR,FCAR-251
ENSG00000275136,ENSG00000275136.4,ENST00000615719,ENST00000615719.1,ENSP00000482518,ENSP00000482518.1,FCAR,FCAR-245
ENSG00000277630,ENSG00000277630.4,ENST00000616049,ENST00000616049.4,ENSP00000479139,ENSP00000479139.1,,
ENSG00000277630,ENSG00000277630.4,ENST00000616157,ENST00000616157.1,ENSP00000477677,ENSP00000477677.1,,
ENSG00000278821,ENSG00000278821.4,ENST00000616076,ENST00000616076.4,ENSP00000478633,ENSP00000478633.1,KIR2DL1,KIR2DL1-233
ENSG00000278821,ENSG00000278821.4,ENST00000617376,ENST00000617376.1,ENSP00000484559,ENSP00000484559.1,KIR2DL1,KIR2DL1-234
ENSG00000263163,ENSG00000263163.5,ENST00000575439,ENST00000575439.5,ENSP00000458504,ENSP00000458504.1,SLC27A3,SLC27A3-221
ENSG00000263163,ENSG00000263163.5,ENST00000623839,ENST00000623839.3,ENSP00000485585,ENSP00000485585.1,SLC27A3,SLC27A3-226
ENSG00000263163,ENSG00000263163.5,ENST00000570870,ENST00000570870.5,ENSP00000461019,ENSP00000461019.1,SLC27A3,SLC27A3-214
ENSG00000263163,ENSG00000263163.5,ENST00000573411,ENST00000573411.5,ENSP00000461185,ENSP00000461185.1,SLC27A3,SLC27A3-216
ENSG00000263163,ENSG00000263163.5,ENST00000575532,ENST00000575532.1,ENSP00000458639,ENSP00000458639.1,SLC27A3,SLC27A3-222
ENSG00000277251,ENSG00000277251.5,ENST00000622560,ENST00000622560.4,ENSP00000484717,ENSP00000484717.1,KIR2DL2,KIR2DL2-213
ENSG00000278758,ENSG00000278758.4,ENST00000613891,ENST00000613891.4,ENSP00000481193,ENSP00000481193.1,KIR3DL2,KIR3DL2-256
ENSG00000278758,ENSG00000278758.4,ENST00000612018,ENST00000612018.1,ENSP00000479475,ENSP00000479475.1,KIR3DL2,KIR3DL2-255
ENSG00000278442,ENSG00000278442.4,ENST00000613610,ENST00000613610.4,ENSP00000482301,ENSP00000482301.1,KIR3DL2,KIR3DL2-243
ENSG00000278442,ENSG00000278442.4,ENST00000616626,ENST00000616626.1,ENSP00000479868,ENSP00000479868.1,KIR3DL2,KIR3DL2-244
ENSG00000273794,ENSG00000273794.4,ENST00000615920,ENST00000615920.4,ENSP00000482120,ENSP00000482120.1,KIR2DL1,KIR2DL1-205
ENSG00000273794,ENSG00000273794.4,ENST00000612312,ENST00000612312.1,ENSP00000479941,ENSP00000479941.1,KIR2DL1,KIR2DL1-204
ENSG00000273517,ENSG00000273517.1,ENST00000622039,ENST00000622039.1,ENSP00000478711,ENSP00000478711.1,KIR2DS1,KIR2DS1-201
ENSG00000274108,ENSG00000274108.5,ENST00000617593,ENST00000617593.4,ENSP00000483192,ENSP00000483192.1,KIR2DL3,KIR2DL3-204
ENSG00000277356,ENSG00000277356.1,ENST00000618987,ENST00000618987.1,ENSP00000480247,ENSP00000480247.1,KIR2DL1,KIR2DL1-220
ENSG00000277657,ENSG00000277657.1,ENST00000611193,ENST00000611193.1,ENSP00000479108,ENSP00000479108.1,KIR2DS3,KIR2DS3-204
ENSG00000275937,ENSG00000275937.1,ENST00000615969,ENST00000615969.1,ENSP00000479965,ENSP00000479965.1,KIR2DL5B,KIR2DL5B-203
ENSG00000275513,ENSG00000275513.1,ENST00000611573,ENST00000611573.1,ENSP00000479771,ENSP00000479771.1,KIR3DL3,KIR3DL3-218
ENSG00000278490,ENSG00000278490.1,ENST00000613313,ENST00000613313.1,ENSP00000483190,ENSP00000483190.1,KIR3DL3,KIR3DL3-233
ENSG00000277885,ENSG00000277885.1,ENST00000610441,ENST00000610441.1,ENSP00000484281,ENSP00000484281.1,KIR2DS2,KIR2DS2-213
ENSG00000278079,ENSG00000278079.6,ENST00000610602,ENST00000610602.4,ENSP00000480934,ENSP00000480934.1,KIR3DL1,KIR3DL1-235
ENSG00000278079,ENSG00000278079.6,ENST00000610515,ENST00000610515.3,ENSP00000484314,ENSP00000484314.1,KIR3DL1,KIR3DL1-234
ENSG00000276011,ENSG00000276011.1,ENST00000619621,ENST00000619621.1,ENSP00000483052,ENSP00000483052.1,KIR2DL2,KIR2DL2-211
ENSG00000277552,ENSG00000277552.1,ENST00000611367,ENST00000611367.1,ENSP00000477728,ENSP00000477728.1,KIR3DL3,KIR3DL3-230
ENSG00000276395,ENSG00000276395.1,ENST00000617469,ENST00000617469.1,ENSP00000477744,ENSP00000477744.1,KIR2DS4,KIR2DS4-224
ENSG00000275262,ENSG00000275262.4,ENST00000615308,ENST00000615308.4,ENSP00000478268,ENSP00000478268.1,KIR3DL2,KIR3DL2-211
ENSG00000275262,ENSG00000275262.4,ENST00000613109,ENST00000613109.1,ENSP00000483009,ENSP00000483009.1,KIR3DL2,KIR3DL2-210
ENSG00000276310,ENSG00000276310.1,ENST00000610627,ENST00000610627.1,ENSP00000483525,ENSP00000483525.1,KIR2DL1,KIR2DL1-216
ENSG00000277596,ENSG00000277596.1,ENST00000612095,ENST00000612095.1,ENSP00000482483,ENSP00000482483.1,KIR3DL3,KIR3DL3-231
ENSG00000269823,ENSG00000269823.1,ENST00000599578,ENST00000599578.1,ENSP00000471409,ENSP00000471409.1,,
ENSG00000278361,ENSG00000278361.4,ENST00000617666,ENST00000617666.4,ENSP00000481209,ENSP00000481209.1,KIR3DL2,KIR3DL2-239
ENSG00000278361,ENSG00000278361.4,ENST00000620280,ENST00000620280.1,ENSP00000480098,ENSP00000480098.1,KIR3DL2,KIR3DL2-240
ENSG00000278427,ENSG00000278427.5,ENST00000615523,ENST00000615523.4,ENSP00000481282,ENSP00000481282.1,KIR3DL1,KIR3DL1-239
ENSG00000278427,ENSG00000278427.5,ENST00000611574,ENST00000611574.4,ENSP00000481631,ENSP00000481631.1,KIR3DL1,KIR3DL1-238
ENSG00000274563,ENSG00000274563.1,ENST00000619788,ENST00000619788.1,ENSP00000481293,ENSP00000481293.1,KIR2DS5,KIR2DS5-202
ENSG00000281935,ENSG00000281935.1,ENST00000631855,ENST00000631855.1,ENSP00000488646,ENSP00000488646.1,DNAH10,DNAH10-214
ENSG00000281935,ENSG00000281935.1,ENST00000631648,ENST00000631648.1,ENSP00000487927,ENSP00000487927.1,DNAH10,DNAH10-212
ENSG00000277750,ENSG00000277750.1,ENST00000614653,ENST00000614653.1,ENSP00000478362,ENSP00000478362.1,KIR2DL4,KIR2DL4-268
ENSG00000274438,ENSG00000274438.1,ENST00000612182,ENST00000612182.1,ENSP00000478509,ENSP00000478509.1,KIR2DS2,KIR2DS2-201
ENSG00000274786,ENSG00000274786.1,ENST00000610861,ENST00000610861.1,ENSP00000481461,ENSP00000481461.1,KIR3DL3,KIR3DL3-214
ENSG00000278277,ENSG00000278277.1,ENST00000611199,ENST00000611199.1,ENSP00000479886,ENSP00000479886.1,,
ENSG00000277076,ENSG00000277076.4,ENST00000621932,ENST00000621932.4,ENSP00000480075,ENSP00000480075.1,KIR2DL4,KIR2DL4-261
ENSG00000277076,ENSG00000277076.4,ENST00000621636,ENST00000621636.4,ENSP00000484152,ENSP00000484152.1,KIR2DL4,KIR2DL4-260
ENSG00000277076,ENSG00000277076.4,ENST00000613629,ENST00000613629.4,ENSP00000484002,ENSP00000484002.1,KIR2DL4,KIR2DL4-257
ENSG00000277076,ENSG00000277076.4,ENST00000614619,ENST00000614619.4,ENSP00000479131,ENSP00000479131.1,KIR2DL4,KIR2DL4-258
ENSG00000277076,ENSG00000277076.4,ENST00000616667,ENST00000616667.1,ENSP00000483440,ENSP00000483440.1,KIR2DL4,KIR2DL4-259
ENSG00000278692,ENSG00000278692.1,ENST00000618870,ENST00000618870.1,ENSP00000483233,ENSP00000483233.1,KIR2DL2,KIR2DL2-215
ENSG00000278025,ENSG00000278025.4,ENST00000618798,ENST00000618798.4,ENSP00000482071,ENSP00000482071.1,NCR1,NCR1-255
ENSG00000278025,ENSG00000278025.4,ENST00000619741,ENST00000619741.4,ENSP00000478204,ENSP00000478204.1,NCR1,NCR1-256
ENSG00000278025,ENSG00000278025.4,ENST00000612994,ENST00000612994.4,ENSP00000483810,ENSP00000483810.1,NCR1,NCR1-251
ENSG00000278025,ENSG00000278025.4,ENST00000618725,ENST00000618725.4,ENSP00000484989,ENSP00000484989.1,NCR1,NCR1-254
ENSG00000278025,ENSG00000278025.4,ENST00000620721,ENST00000620721.4,ENSP00000481612,ENSP00000481612.1,NCR1,NCR1-257
ENSG00000278025,ENSG00000278025.4,ENST00000613253,ENST00000613253.1,ENSP00000480741,ENSP00000480741.1,NCR1,NCR1-252
ENSG00000279566,ENSG00000279566.1,ENST00000624335,ENST00000624335.1,ENSP00000485470,ENSP00000485470.1,ZNF43,ZNF43-215
ENSG00000279566,ENSG00000279566.1,ENST00000623359,ENST00000623359.1,ENSP00000485651,ENSP00000485651.1,ZNF43,ZNF43-213
ENSG00000279566,ENSG00000279566.1,ENST00000624732,ENST00000624732.1,ENSP00000485406,ENSP00000485406.1,ZNF43,ZNF43-216
ENSG00000279566,ENSG00000279566.1,ENST00000623648,ENST00000623648.1,ENSP00000485165,ENSP00000485165.1,ZNF43,ZNF43-214
ENSG00000275735,ENSG00000275735.1,ENST00000618364,ENST00000618364.1,ENSP00000483804,ENSP00000483804.1,KIR2DS2,KIR2DS2-206
ENSG00000275974,ENSG00000275974.2,ENST00000369222,ENST00000369222.5,ENSP00000358224,ENSP00000358224.4,PPIAL4F,PPIAL4F-201
ENSG00000274429,ENSG00000274429.2,ENST00000632221,ENST00000632221.1,ENSP00000488188,ENSP00000488188.1,DLG5,DLG5-215
ENSG00000274429,ENSG00000274429.2,ENST00000614211,ENST00000614211.2,ENSP00000484894,ENSP00000484894.1,DLG5,DLG5-211
ENSG00000275629,ENSG00000275629.4,ENST00000616438,ENST00000616438.4,ENSP00000484518,ENSP00000484518.1,KIR3DL2,KIR3DL2-220
ENSG00000275629,ENSG00000275629.4,ENST00000622784,ENST00000622784.1,ENSP00000478140,ENSP00000478140.1,KIR3DL2,KIR3DL2-221
ENSG00000262647,ENSG00000262647.3,ENST00000575017,ENST00000575017.3,ENSP00000459325,ENSP00000459325.1,OR9G4,OR9G4-205
ENSG00000274746,ENSG00000274746.4,ENST00000614218,ENST00000614218.4,ENSP00000483779,ENSP00000483779.1,ZNF100,ZNF100-206
ENSG00000274746,ENSG00000274746.4,ENST00000624316,ENST00000624316.3,ENSP00000485113,ENSP00000485113.1,ZNF100,ZNF100-209
ENSG00000274746,ENSG00000274746.4,ENST00000623758,ENST00000623758.1,ENSP00000485182,ENSP00000485182.1,ZNF100,ZNF100-207
ENSG00000274746,ENSG00000274746.4,ENST00000624841,ENST00000624841.1,ENSP00000485132,ENSP00000485132.1,ZNF100,ZNF100-210
ENSG00000261958,ENSG00000261958.1,ENST00000573911,ENST00000573911.1,ENSP00000461395,ENSP00000461395.1,OR9G1,OR9G1-202
ENSG00000274465,ENSG00000274465.5,ENST00000620498,ENST00000620498.4,ENSP00000482507,ENSP00000482507.1,KIR3DS1,KIR3DS1-203
ENSG00000274465,ENSG00000274465.5,ENST00000620611,ENST00000620611.1,ENSP00000481739,ENSP00000481739.1,KIR3DS1,KIR3DS1-204
ENSG00000262191,ENSG00000262191.1,ENST00000571130,ENST00000571130.1,ENSP00000458970,ENSP00000458970.1,OR9G9,OR9G9-201
ENSG00000278606,ENSG00000278606.4,ENST00000621031,ENST00000621031.4,ENSP00000478144,ENSP00000478144.1,KIR2DL4,KIR2DL4-287
ENSG00000278606,ENSG00000278606.4,ENST00000619882,ENST00000619882.4,ENSP00000479780,ENSP00000479780.1,KIR2DL4,KIR2DL4-286
ENSG00000278606,ENSG00000278606.4,ENST00000618501,ENST00000618501.4,ENSP00000484328,ENSP00000484328.1,KIR2DL4,KIR2DL4-284
ENSG00000278606,ENSG00000278606.4,ENST00000618640,ENST00000618640.1,ENSP00000481870,ENSP00000481870.1,KIR2DL4,KIR2DL4-285
ENSG00000278788,ENSG00000278788.4,ENST00000631948,ENST00000631948.1,ENSP00000488808,ENSP00000488808.1,SBNO2,SBNO2-216
ENSG00000278788,ENSG00000278788.4,ENST00000622719,ENST00000622719.2,ENSP00000482802,ENSP00000482802.1,SBNO2,SBNO2-212
ENSG00000278788,ENSG00000278788.4,ENST00000634172,ENST00000634172.1,ENSP00000488286,ENSP00000488286.1,SBNO2,SBNO2-221
ENSG00000278788,ENSG00000278788.4,ENST00000632777,ENST00000632777.1,ENSP00000488832,ENSP00000488832.1,SBNO2,SBNO2-218
ENSG00000278788,ENSG00000278788.4,ENST00000633604,ENST00000633604.1,ENSP00000488079,ENSP00000488079.1,SBNO2,SBNO2-220
ENSG00000278788,ENSG00000278788.4,ENST00000631778,ENST00000631778.1,ENSP00000488056,ENSP00000488056.1,SBNO2,SBNO2-215
ENSG00000278788,ENSG00000278788.4,ENST00000612198,ENST00000612198.3,ENSP00000477651,ENSP00000477651.1,SBNO2,SBNO2-211
ENSG00000274947,ENSG00000274947.1,ENST00000619771,ENST00000619771.1,ENSP00000478241,ENSP00000478241.1,KIR2DS4,KIR2DS4-214
ENSG00000276459,ENSG00000276459.5,ENST00000622644,ENST00000622644.4,ENSP00000482830,ENSP00000482830.1,KIR2DL3,KIR2DL3-214
ENSG00000278248,ENSG00000278248.1,ENST00000620588,ENST00000620588.1,ENSP00000478604,ENSP00000478604.1,KIR2DL1,KIR2DL1-225
ENSG00000277392,ENSG00000277392.1,ENST00000615880,ENST00000615880.1,ENSP00000477652,ENSP00000477652.1,KIR3DL3,KIR3DL3-229
ENSG00000275035,ENSG00000275035.2,ENST00000632401,ENST00000632401.1,ENSP00000488830,ENSP00000488830.1,CCDC92,CCDC92-214
ENSG00000275035,ENSG00000275035.2,ENST00000631749,ENST00000631749.1,ENSP00000487695,ENSP00000487695.1,CCDC92,CCDC92-211
ENSG00000275035,ENSG00000275035.2,ENST00000614047,ENST00000614047.2,ENSP00000479437,ENSP00000479437.2,CCDC92,CCDC92-210
ENSG00000275035,ENSG00000275035.2,ENST00000633908,ENST00000633908.1,ENSP00000488169,ENSP00000488169.1,CCDC92,CCDC92-218
ENSG00000275035,ENSG00000275035.2,ENST00000633097,ENST00000633097.1,ENSP00000488179,ENSP00000488179.1,CCDC92,CCDC92-216
ENSG00000275035,ENSG00000275035.2,ENST00000633868,ENST00000633868.1,ENSP00000487647,ENSP00000487647.1,CCDC92,CCDC92-217
ENSG00000275035,ENSG00000275035.2,ENST00000631954,ENST00000631954.1,ENSP00000488154,ENSP00000488154.1,CCDC92,CCDC92-212
ENSG00000277850,ENSG00000277850.4,ENST00000620455,ENST00000620455.4,ENSP00000482730,ENSP00000482730.1,KIR2DL4,KIR2DL4-272
ENSG00000277850,ENSG00000277850.4,ENST00000612364,ENST00000612364.4,ENSP00000482420,ENSP00000482420.1,KIR2DL4,KIR2DL4-269
ENSG00000277850,ENSG00000277850.4,ENST00000615139,ENST00000615139.4,ENSP00000478048,ENSP00000478048.1,KIR2DL4,KIR2DL4-270
ENSG00000277850,ENSG00000277850.4,ENST00000622322,ENST00000622322.4,ENSP00000477552,ENSP00000477552.1,KIR2DL4,KIR2DL4-273
ENSG00000277850,ENSG00000277850.4,ENST00000619802,ENST00000619802.1,ENSP00000481210,ENSP00000481210.2,KIR2DL4,KIR2DL4-271
ENSG00000276084,ENSG00000276084.1,ENST00000618394,ENST00000618394.1,ENSP00000479596,ENSP00000479596.1,KIR3DL3,KIR3DL3-219
ENSG00000267728,ENSG00000267728.3,ENST00000592900,ENST00000592900.1,ENSP00000464818,ENSP00000464818.1,KRTAP9-9,KRTAP9-9-203
ENSG00000267728,ENSG00000267728.3,ENST00000617040,ENST00000617040.1,ENSP00000480115,ENSP00000480115.1,KRTAP9-9,KRTAP9-9-204
ENSG00000277175,ENSG00000277175.5,ENST00000610345,ENST00000610345.4,ENSP00000481653,ENSP00000481653.1,KIR3DL1,KIR3DL1-230
ENSG00000277175,ENSG00000277175.5,ENST00000616424,ENST00000616424.1,ENSP00000482105,ENSP00000482105.1,KIR3DL1,KIR3DL1-231
ENSG00000263090,ENSG00000263090.5,ENST00000572513,ENST00000572513.1,ENSP00000458594,ENSP00000458594.1,KRTAP9-2,KRTAP9-2-203
ENSG00000262512,ENSG00000262512.2,ENST00000575341,ENST00000575341.2,ENSP00000461584,ENSP00000461584.1,KRTAP9-4,KRTAP9-4-202
ENSG00000262749,ENSG00000262749.2,ENST00000571096,ENST00000571096.2,ENSP00000458819,ENSP00000458819.1,KRTAP9-3,KRTAP9-3-202
